lat,lon,alt,up_down,delta_z_m,hold_s
# lat (north-south) - y odom ,lon (west-east) - x odom,alt,up_down,delta_z_m,hold_s
# 46.494536,9.856195,1822.0,0,,
# 46.494536,9.856300,1822.0,0,,
46.494536,9.856510,1820.0,0,,
#46.494536,9.856720,1822.0,0,,
46.494536,9.856930,1822.0,0,,
